"rep_id","ind_id","par_id","is_tip","s","c","j_obs","tau_a","tau_b","delta","seg_idx","n_segs","branch_rate","n_tips","root_state","lo_born","hi_born"
350,911,0,1,0,1,2,9.8843537414966,10.2176870748299,0.333333333333334,0,3,1,1,0,7.31292517006803,10.7142857142857
350,911,0,1,1,2,2,10.2176870748299,10.5510204081633,0.333333333333332,1,3,1,1,0,7.31292517006803,10.7142857142857
350,911,0,1,2,2,2,10.5510204081633,10.8843537414966,0.333333333333334,2,3,NA,1,0,7.31292517006803,10.7142857142857
351,915,0,1,0,0,0,9.8843537414966,10.8843537414966,1,0,1,NA,1,0,7.31292517006803,10.7142857142857
352,916,0,1,0,0,0,9.8843537414966,10.8843537414966,1,0,1,NA,1,0,7.31292517006803,10.7142857142857
353,917,0,1,0,0,0,9.8843537414966,10.8843537414966,1,0,1,NA,1,0,7.31292517006803,10.7142857142857
354,918,0,1,0,0,0,9.8843537414966,10.8843537414966,1,0,1,NA,1,0,7.31292517006803,10.7142857142857
355,919,0,1,0,0,0,9.8843537414966,10.8843537414966,1,0,1,NA,1,0,7.31292517006803,10.7142857142857
356,920,0,1,0,0,0,9.8843537414966,10.8843537414966,1,0,1,NA,1,0,7.31292517006803,10.7142857142857
357,927,0,1,0,1,3,10.0544217687075,10.3044217687075,0.25,0,4,1,1,0,7.48299319727891,10.8843537414966
357,927,0,1,1,2,3,10.3044217687075,10.5544217687075,0.25,1,4,1,1,0,7.48299319727891,10.8843537414966
357,927,0,1,2,3,3,10.5544217687075,10.8044217687075,0.25,2,4,1,1,0,7.48299319727891,10.8843537414966
357,927,0,1,3,3,3,10.8044217687075,11.0544217687075,0.25,3,4,NA,1,0,7.48299319727891,10.8843537414966
358,928,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
359,930,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
360,931,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
361,932,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
362,935,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
363,936,0,1,0,1,1,10.0544217687075,10.5544217687075,0.5,0,2,1,1,0,7.48299319727891,10.8843537414966
363,936,0,1,1,1,1,10.5544217687075,11.0544217687075,0.5,1,2,NA,1,0,7.48299319727891,10.8843537414966
364,937,0,1,0,1,1,10.0544217687075,10.5544217687075,0.5,0,2,1,1,0,7.48299319727891,10.8843537414966
364,937,0,1,1,1,1,10.5544217687075,11.0544217687075,0.5,1,2,NA,1,0,7.48299319727891,10.8843537414966
365,938,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
366,939,0,1,0,1,2,10.0544217687075,10.3877551020408,0.333333333333334,0,3,1,1,0,7.48299319727891,10.8843537414966
366,939,0,1,1,2,2,10.3877551020408,10.7210884353741,0.333333333333332,1,3,1,1,0,7.48299319727891,10.8843537414966
366,939,0,1,2,2,2,10.7210884353741,11.0544217687075,0.333333333333334,2,3,NA,1,0,7.48299319727891,10.8843537414966
367,940,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
368,941,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
369,942,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
370,943,0,1,0,1,3,10.0544217687075,10.3044217687075,0.25,0,4,1,1,0,7.48299319727891,10.8843537414966
370,943,0,1,1,2,3,10.3044217687075,10.5544217687075,0.25,1,4,1,1,0,7.48299319727891,10.8843537414966
370,943,0,1,2,3,3,10.5544217687075,10.8044217687075,0.25,2,4,1,1,0,7.48299319727891,10.8843537414966
370,943,0,1,3,3,3,10.8044217687075,11.0544217687075,0.25,3,4,NA,1,0,7.48299319727891,10.8843537414966
371,944,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
372,945,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
373,946,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
374,948,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
375,949,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
376,950,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
377,951,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
378,954,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
379,958,0,1,0,0,0,10.0544217687075,11.0544217687075,1,0,1,NA,1,0,7.48299319727891,10.8843537414966
380,959,0,1,0,1,3,10.0544217687075,10.3044217687075,0.25,0,4,1,1,0,7.48299319727891,10.8843537414966
380,959,0,1,1,2,3,10.3044217687075,10.5544217687075,0.25,1,4,1,1,0,7.48299319727891,10.8843537414966
380,959,0,1,2,3,3,10.5544217687075,10.8044217687075,0.25,2,4,1,1,0,7.48299319727891,10.8843537414966
380,959,0,1,3,3,3,10.8044217687075,11.0544217687075,0.25,3,4,NA,1,0,7.48299319727891,10.8843537414966
381,961,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
382,962,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
383,963,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
384,964,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
385,970,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
386,971,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
387,972,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
388,973,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
389,974,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
390,975,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
391,976,0,1,0,1,5,10.2244897959184,10.391156462585,0.166666666666666,0,6,1,1,0,7.6530612244898,11.0544217687075
391,976,0,1,1,2,5,10.391156462585,10.5578231292517,0.166666666666668,1,6,1,1,0,7.6530612244898,11.0544217687075
391,976,0,1,2,3,5,10.5578231292517,10.7244897959184,0.166666666666666,2,6,1,1,0,7.6530612244898,11.0544217687075
391,976,0,1,3,4,5,10.7244897959184,10.891156462585,0.166666666666666,3,6,1,1,0,7.6530612244898,11.0544217687075
391,976,0,1,4,5,5,10.891156462585,11.0578231292517,0.166666666666668,4,6,1,1,0,7.6530612244898,11.0544217687075
391,976,0,1,5,5,5,11.0578231292517,11.2244897959184,0.166666666666666,5,6,NA,1,0,7.6530612244898,11.0544217687075
392,977,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
393,978,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
394,979,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
395,980,0,1,0,0,0,10.2244897959184,11.2244897959184,1,0,1,NA,1,0,7.6530612244898,11.0544217687075
396,981,0,1,0,1,2,10.2244897959184,10.5578231292517,0.333333333333334,0,3,1,1,0,7.6530612244898,11.0544217687075
396,981,0,1,1,2,2,10.5578231292517,10.891156462585,0.333333333333332,1,3,1,1,0,7.6530612244898,11.0544217687075
396,981,0,1,2,2,2,10.891156462585,11.2244897959184,0.333333333333334,2,3,NA,1,0,7.6530612244898,11.0544217687075
397,992,0,1,0,1,1,10.3945578231293,10.8945578231293,0.5,0,2,1,1,0,7.82312925170068,11.2244897959184
397,992,0,1,1,1,1,10.8945578231293,11.3945578231293,0.5,1,2,NA,1,0,7.82312925170068,11.2244897959184
398,993,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
399,994,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
400,995,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
401,996,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
402,997,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
403,998,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
404,999,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
405,1001,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
406,1002,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
407,1003,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
408,1004,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
409,1005,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
410,1006,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
411,1007,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
412,1008,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
413,1009,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
414,1010,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
415,1011,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
416,1012,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
417,1013,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
418,1014,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
419,1015,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
420,1016,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
421,1028,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
422,1029,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
423,1030,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
424,1031,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
425,1032,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
426,1033,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
427,1034,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
428,1035,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
429,1036,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
430,1037,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
431,1038,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
432,1039,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
433,1040,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
434,1041,0,1,0,1,2,10.3945578231293,10.7278911564626,0.333333333333334,0,3,1,1,0,7.82312925170068,11.2244897959184
434,1041,0,1,1,2,2,10.7278911564626,11.0612244897959,0.333333333333332,1,3,1,1,0,7.82312925170068,11.2244897959184
434,1041,0,1,2,2,2,11.0612244897959,11.3945578231293,0.333333333333334,2,3,NA,1,0,7.82312925170068,11.2244897959184
435,1042,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
436,1043,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
437,1044,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
438,1045,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
439,1046,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
440,1047,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
441,1048,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
442,1049,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
443,1050,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
444,1051,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
445,1052,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
446,1053,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
447,1054,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
448,1055,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
449,1056,0,1,0,0,0,10.3945578231293,11.3945578231293,1,0,1,NA,1,0,7.82312925170068,11.2244897959184
450,1057,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
451,1058,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
452,1059,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
453,1060,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
454,1062,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
455,1063,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
456,1078,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
457,1079,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
458,1084,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
459,1088,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
460,1089,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
461,1090,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
462,1092,0,1,0,0,0,10.5646258503401,11.5646258503401,1,0,1,NA,1,0,7.99319727891156,11.3945578231293
463,1093,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
464,1094,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
465,1095,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
466,1096,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
467,1097,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
468,1098,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
469,1099,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
470,1100,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
471,1101,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
472,1102,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
473,1103,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
474,1104,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
475,1105,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
476,1106,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
477,1107,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
478,1108,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
479,1109,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
480,1110,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
481,1111,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
482,1115,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
483,1116,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
484,1117,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
485,1118,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
486,1119,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
487,1120,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
488,1121,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
489,1123,0,1,0,1,1,10.734693877551,11.234693877551,0.5,0,2,1,1,0,8.16326530612245,11.5646258503401
489,1123,0,1,1,1,1,11.234693877551,11.734693877551,0.5,1,2,NA,1,0,8.16326530612245,11.5646258503401
490,1126,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
491,1127,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
492,1128,0,1,0,1,3,10.734693877551,10.984693877551,0.25,0,4,1,1,0,8.16326530612245,11.5646258503401
492,1128,0,1,1,2,3,10.984693877551,11.234693877551,0.25,1,4,1,1,0,8.16326530612245,11.5646258503401
492,1128,0,1,2,3,3,11.234693877551,11.484693877551,0.25,2,4,1,1,0,8.16326530612245,11.5646258503401
492,1128,0,1,3,3,3,11.484693877551,11.734693877551,0.25,3,4,NA,1,0,8.16326530612245,11.5646258503401
493,1129,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
494,1130,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
495,1131,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
496,1133,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
497,1135,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
498,1136,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
499,1137,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
500,1138,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
501,1139,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
502,1140,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
503,1141,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
504,1142,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
505,1143,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
506,1144,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
507,1145,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
508,1146,0,1,0,0,0,10.734693877551,11.734693877551,1,0,1,NA,1,0,8.16326530612245,11.5646258503401
509,1148,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
510,1149,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
511,1150,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
512,1151,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
513,1152,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
514,1153,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
515,1154,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
516,1155,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
517,1156,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
518,1157,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
519,1173,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
520,1174,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
521,1175,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
522,1176,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
523,1177,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
524,1178,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
525,1181,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
526,1182,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
527,1183,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
528,1184,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
529,1185,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
530,1186,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
531,1187,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
532,1188,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
533,1189,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
534,1190,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
535,1191,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
536,1192,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
537,1194,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
538,1195,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
539,1196,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
540,1197,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
541,1198,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
542,1199,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
543,1200,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
544,1201,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
545,1202,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
546,1203,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
547,1204,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
548,1205,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
549,1207,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
550,1208,0,1,0,1,2,10.9047619047619,11.2380952380952,0.333333333333334,0,3,1,1,0,8.33333333333333,11.734693877551
550,1208,0,1,1,2,2,11.2380952380952,11.5714285714286,0.333333333333332,1,3,1,1,0,8.33333333333333,11.734693877551
550,1208,0,1,2,2,2,11.5714285714286,11.9047619047619,0.333333333333334,2,3,NA,1,0,8.33333333333333,11.734693877551
551,1210,0,1,0,0,0,10.9047619047619,11.9047619047619,1,0,1,NA,1,0,8.33333333333333,11.734693877551
